;artists;Artist_origin;Song_Decade;music_key;Title;popularity;Language Specific Popularity
17935;Fats Waller;USA;1920;A;Mamacita;6;7.0
44481;Seger Ellis;UK;1920;E;To Be In Love;4;5.0
17951;Fats Waller;USA;1920;C;Keepin' Out of Mischief Now;7;8.0
17965;Fats Waller;USA;1920;D#,Eb;Cash for Your Trash;7;8.0
17964;Fats Waller;USA;1920;D#,Eb;Bessie, Bessie, Bessie;8;10.0
17963;Fats Waller;USA;1920;D;The Panic Is On;10;12.0
17962;Fats Waller;USA;1920;D;Squeeze Me;16;18.0
17961;Fats Waller;USA;1920;D;Serenade For A Wealthy Widow;6;7.0
17960;Fats Waller;USA;1920;D;Anita;8;10.0
17950;Fats Waller;USA;1920;C;It's A Sin To Tell A Lie;10;12.0
17959;Fats Waller;USA;1920;D;African Ripples;8;10.0
17957;Fats Waller;USA;1920;C;The Jitterbug Waltz;8;10.0
17956;Fats Waller;USA;1920;C;Sugar Rose;11;13.0
17955;Fats Waller;USA;1920;C;Star Dust;9;11.0
17954;Fats Waller;USA;1920;C;Smashin' Thirds;7;8.0
17953;Fats Waller;USA;1920;C;Patty Cake, Patty Cake;18;20.0
17952;Fats Waller;USA;1920;C;Old Grand Dad;8;10.0
17958;Fats Waller;USA;1920;C;Your Feet's Too Big;21;23.0
17934;Fats Waller;UK;1920;G#,Ab;'Tain't What You Do (It's The Way That You Do It);7;8.0
17933;Fats Waller;UK;1920;G;You're Not the Only Oyster In the Stew;7;8.0
17932;Fats Waller;UK;1920;G;You Run Your Mouth, I'll Run My Business;6;7.0
17912;Fats Waller;UK;1920;F;Dinah;16;18.0
17911;Fats Waller;UK;1920;F;'Tain't Nobody's Biz-Ness If I Do;6;7.0
17910;Fats Waller;UK;1920;D#,Eb;Viper's Drag;11;13.0
17909;Fats Waller;UK;1920;D#,Eb;Our Love Was Meant to Be;10;12.0
17908;Fats Waller;UK;1920;D#,Eb;Lulu's Back In Town;7;8.0
17907;Fats Waller;UK;1920;D#,Eb;Lounging At the Waldorf;7;8.0
17913;Fats Waller;UK;1920;F;Functionizin';22;24.0
17906;Fats Waller;UK;1920;D#,Eb;Let's Get Away from It All;6;7.0
17904;Fats Waller;UK;1920;D#,Eb;Cash for Your Trash;7;8.0
17903;Fats Waller;UK;1920;D#,Eb;Bessie, Bessie, Bessie;8;10.0
17902;Fats Waller;UK;1920;D;The Panic Is On;10;12.0
17901;Fats Waller;UK;1920;D;Squeeze Me;16;18.0
17900;Fats Waller;UK;1920;D;Serenade For A Wealthy Widow;6;7.0
17899;Fats Waller;UK;1920;D;Anita;8;10.0
17905;Fats Waller;UK;1920;D#,Eb;I'm Crazy 'Bout My Baby;12;14.0
17914;Fats Waller;UK;1920;F;Hold My Hand;9;11.0
17915;Fats Waller;UK;1920;F;Honeysuckle Rose;27;30.0
17916;Fats Waller;UK;1920;F;I Can't Give You Anything but Love;11;13.0
17931;Fats Waller;UK;1920;G;You Must Be Losing Your Mind;8;10.0
17930;Fats Waller;UK;1920;G;There'll Be Some Changes Made;6;7.0
17929;Fats Waller;UK;1920;G;St. Louis Blues;8;10.0
17928;Fats Waller;UK;1920;G;Numb Fumblin';9;11.0
17927;Fats Waller;UK;1920;G;Honey Hush;10;12.0
17926;Fats Waller;UK;1920;G;Hold Tight (Want Some Seafood, Mama);7;8.0
17925;Fats Waller;UK;1920;G;Darktown Strutters Ball;6;7.0
17924;Fats Waller;UK;1920;G;Carolina Shout;7;8.0
17923;Fats Waller;UK;1920;F;What's The Reason (I'm Not Pleasin' You);5;6.0
17922;Fats Waller;UK;1920;F;Two Sleepy People;41;45.0
17921;Fats Waller;UK;1920;F;She's Tall, She's Tan, She's Terrific;6;7.0
17920;Fats Waller;UK;1920;F;My Fate Is In Your Hands;7;8.0
17919;Fats Waller;UK;1920;F;Love Me or Leave Me - Take 3;8;10.0
17918;Fats Waller;UK;1920;F;Lost Love;10;12.0
17917;Fats Waller;UK;1920;F;In The Gloamin';6;7.0
17690;Ethel Waters;UK;1920;A#,Bb;You Can't Stop Me From Loving You;1;2.0
17689;Ethel Waters;UK;1920;A#,Bb;My Kind Of Man;3;4.0
17696;Ethel Waters;UK;1920;C#,Db;I Just Couldn't Make It, Baby;3;4.0
21100;Georges Lauweryns,Orchestre Georges Lauweryns,Yvonne Brothier;France (France);1920;A#,Bb;Mignon : Polonaise;0;1.0
17981;Fats Waller;USA;1920;F;My Fate Is In Your Hands;7;8.0
17980;Fats Waller;USA;1920;F;Love Me or Leave Me - Take 3;8;10.0
17979;Fats Waller;USA;1920;F;Lost Love;10;12.0
44267;Sarah Vaughan;USA;1920;G#,Ab;Ain't Misbehavin' - Live;0;1.0
17978;Fats Waller;USA;1920;F;In The Gloamin';6;7.0
35305;Marguerite Deval;France (France);1920;A;Si J'avais Été Un Homme;0;1.0
17977;Fats Waller;USA;1920;F;I Can't Give You Anything but Love;11;13.0
21114;Georgius;France (France);1920;A;Pour Se Faire Remarquer;0;1.0
18265;Fortugé;France (France);1920;D;La Victoire De La Madelon;0;1.0
18266;Fortugé;France (France);1920;F;C'est Jeune Et Ca N'sait Pas;0;1.0
21115;Georgius;France (France);1920;A#,Bb;Méfiez Vous D'anatole;0;1.0
21116;Georgius;France (France);1920;C;C'est Un Chicandier;0;1.0
18267;Fortugé;France (France);1920;G;Dans Sa Petite Mansarde;0;1.0
11108;Damia;France (France);1920;F;La Rue De La Joie;0;1.0
21117;Georgius;France (France);1920;C;La plus bath des javas;0;1.0
11109;Damia;France (France);1920;F#,Gb;Hantise;0;1.0
21118;Georgius;France (France);1920;C;Sur La Pointe Des Pieds;0;1.0
11110;Damia;France (France);1920;G;Ne Dis Rien;0;1.0
11111;Damia;France (France);1920;G#,Ab;Dis Moi Pourquoi;0;1.0
11112;Damia;France (France);1920;G#,Ab;La Chaine;0;1.0
18268;Fortugé;France (France);1920;G;Mes Parents Sont Venus Me Chercher;0;1.0
18270;Fortugé;France (France);1920;G#,Ab;Il Etait Syndiqué;0;1.0
26320;Jimmie Rodgers;USA;1920;G;She's Long, She's Tall;2;3.0
21119;Georgius;France (France);1920;C#,Db;Ma Gosse;0;1.0
21120;Georgius;France (France);1920;D;Le Tango Neurasthénique;0;1.0
17982;Fats Waller;USA;1920;F;She's Tall, She's Tan, She's Terrific;6;7.0
17983;Fats Waller;USA;1920;F;Two Sleepy People;41;45.0
21107;Georges Milton;France (France);1920;G;La Caravane;0;1.0
21106;Georges Milton;France (France);1920;C;Pouet Pouet;0;1.0
17995;Fats Waller;USA;1920;G#,Ab;'Tain't What You Do (It's The Way That You Do It);7;8.0
17994;Fats Waller;USA;1920;G;You're Not the Only Oyster In the Stew;7;8.0
35487;Marie Dubas;France (France);1920;G#,Ab;T'aimer Librement;0;1.0
35486;Marie Dubas;France (France);1920;G#,Ab;L'amour Est Un Jeu;0;1.0
35485;Marie Dubas;France (France);1920;G;Quand Je Danse Avec Lui;0;1.0
35484;Marie Dubas;France (France);1920;G;C'est Si Bon Quand C'est Défendu;0;1.0
35483;Marie Dubas;France (France);1920;E;Mais Qu'est Ce Que J'ai;0;1.0
17993;Fats Waller;USA;1920;G;You Run Your Mouth, I'll Run My Business;6;7.0
21078;Georgel;France (France);1920;F;La Vipère;0;1.0
17992;Fats Waller;USA;1920;G;You Must Be Losing Your Mind;8;10.0
17991;Fats Waller;USA;1920;G;There'll Be Some Changes Made;6;7.0
18263;Fortugé;France (France);1920;A#,Bb;Je Suis Toujours La;0;1.0
21121;Georgius;France (France);1920;D#,Eb;Jacky Apprend Le Charleston;0;1.0
17990;Fats Waller;USA;1920;G;St. Louis Blues;8;10.0
17988;Fats Waller;USA;1920;G;Honey Hush;10;12.0
18264;Fortugé;France (France);1920;A#,Bb;La chanson du trombone;0;1.0
17987;Fats Waller;USA;1920;G;Hold Tight (Want Some Seafood, Mama);7;8.0
17986;Fats Waller;USA;1920;G;Darktown Strutters Ball;6;7.0
17985;Fats Waller;USA;1920;G;Carolina Shout;7;8.0
17984;Fats Waller;USA;1920;F;What's The Reason (I'm Not Pleasin' You);5;6.0
35306;Marguerite Deval;France (France);1920;A#,Bb;C'était Une Autre Epoque;0;1.0
21101;Georges Lauweryns,Yvonne Brothier,Orchestre Georges Lauweryns;France (France);1920;F;Roméo et Juliette : Valse de Juliette;0;1.0
21102;Georges Milton;France (France);1920;A;Le trompette en bois;0;1.0
21103;Georges Milton;France (France);1920;A;Les Artichauts;0;1.0
21104;Georges Milton;France (France);1920;C;J'aime pas ca;0;1.0
21105;Georges Milton;France (France);1920;C;J't'emmène A La Campagne;0;1.0
17989;Fats Waller;USA;1920;G;Numb Fumblin';9;11.0
21122;Georgius;France (France);1920;D#,Eb;Les Absents Ont Toujours Tort;0;1.0
18269;Fortugé;France (France);1920;G#,Ab;Antoine;0;1.0
21124;Georgius;France (France);1920;D#,Eb;Y S'retourne Sur Toutes Les Femmes;0;1.0
17973;Fats Waller;USA;1920;F;Dinah;16;18.0
17972;Fats Waller;USA;1920;F;'Tain't Nobody's Biz-Ness If I Do;6;7.0
18312;Francisco Canaro,Azucena Maizani;France (France);1920;D;Alma de Cotorro - Remasterizado;0;1.0
18313;Francisco Canaro,Azucena Maizani;France (France);1920;E;Amores de Carnaval - Remasterizado;0;1.0
18314;Francisco Canaro,Azucena Maizani;France (France);1920;F;Fabriquera, Fabriquera - Remasterizado;0;1.0
18315;Francisco Canaro,Azucena Maizani;France (France);1920;F#,Gb;Valentina - Remasterizado;0;1.0
17688;Ethel Waters;UK;1920;A;Taking A Chance On Love;2;3.0
21123;Georgius;France (France);1920;D#,Eb;Passons la monnaie;0;1.0
18317;Francisco Canaro,Azucena Maizani;France (France);1920;G;Penas de Arrabal - Remasterizado;0;1.0
18318;Francisco Canaro,Azucena Maizani;France (France);1920;G#,Ab;Azucena - Remasterizado;0;1.0
37494;Montel;France (France);1920;G;Elle Était Souriante;0;1.0
33867;Louis Boucot;France (France);1920;F;Une Canne Et Des Gants;0;1.0
33870;Louis Lynel;France (France);1920;D;Les ménétriers;0;1.0
33871;Louis Lynel;France (France);1920;G;Nuits De Chine;0;1.0
15571;Ella Fitzgerald;USA;1920;A#,Bb;All My Life - Live;19;21.0
37452;Mistinguett;France (France);1920;G;La Java De Doudoune;0;1.0
1712;Aretha Franklin;USA;1920;F;Evil Gal Blues - Live;0;1.0
37451;Mistinguett;France (France);1920;G;C'est Tout C'que J'ai;0;1.0
37450;Mistinguett;France (France);1920;F;Parisette;0;1.0
37449;Mistinguett;France (France);1920;F;Oui Non;0;1.0
37448;Mistinguett;France (France);1920;E;Ça C'est Paris;0;1.0
17974;Fats Waller;USA;1920;F;Functionizin';22;24.0
21164;Gesky;France (France);1920;D;Quand Refleuriront Les Lilas Blancs;0;1.0
18316;Francisco Canaro,Azucena Maizani;France (France);1920;F#,Gb;Vecinita Fue por Vos - Remasterizado;0;1.0
17976;Fats Waller;USA;1920;F;Honeysuckle Rose;27;30.0
21129;Georgius;France (France);1920;G;Il Ne Faut Pas Qu'une Femme Entende Des Choses Comme Ça;0;1.0
17975;Fats Waller;USA;1920;F;Hold My Hand;9;11.0
21127;Georgius;France (France);1920;G;Hortensia Ou La Fille Du Jazz Band;0;1.0
21126;Georgius;France (France);1920;E;Le Piéton;0;1.0
21125;Georgius;France (France);1920;E;L'homme Du Milieu;0;1.0
21130;Georgius;France (France);1920;G;Le Genre De La Maison;0;1.0
21131;Georgius;France (France);1920;G;Les Moins De Cent Ans;0;1.0
21132;Georgius;France (France);1920;G;Qu'est Ce Qu'il Faut Faire Pour Gagner Son Beefsteak;0;1.0
21128;Georgius;France (France);1920;G;Il N'osait Pas Se Decider;0;1.0
21134;Georgius;France (France);1920;G;Veux Tu Que J'te Fasse Un Dessin;0;1.0
21135;Georgius;France (France);1920;G#,Ab;Par politesse;0;1.0
21133;Georgius;France (France);1920;G;Un Agent Courait;0;1.0
18310;Francisco Canaro,Azucena Maizani;France (France);1920;C;Silbando - Remasterizado;0;1.0
18309;Francisco Canaro,Azucena Maizani;France (France);1920;B;Acuarelita de Arrabal - Remasterizado;0;1.0
18311;Francisco Canaro,Azucena Maizani;France (France);1920;C#,Db;Canta Corazón - Remasterizado;0;1.0
18308;Francis Marty;France (France);1920;E;La Butte Rouge;0;1.0
25432;Jeanne Aubert;France (France);1930;D;C'est Une Petite Étoile;0;1.0
8426;Carmen Miranda;France (France);1930;B;Cabaret No Morro;0;1.0
33736;Louis Armstrong;USA;1930;G;St. Louis Blues;14;16.0
33737;Louis Armstrong;USA;1930;G#,Ab;Back O' Town Blues;3;4.0
33738;Louis Armstrong;USA;1930;G#,Ab;I Didn't Know Until You Told Me;3;4.0
33734;Louis Armstrong;USA;1930;F;Do You Know What It Means to Miss New Orleans? - Remastered 1996;16;18.0
25406;Jean Moscopol,Jules Rubin;France (France);1930;B;Jeannine;0;1.0
33739;Louis Armstrong;USA;1930;G#,Ab;I'm Crazy 'Bout My Baby;7;8.0
8431;Carmen Miranda;France (France);1930;B;O Samba E O Tango;0;1.0
25398;Jean Lumière;France (France);1930;G#,Ab;Faisons Notre Bonheur Nous Même;0;1.0
33735;Louis Armstrong;USA;1930;F;Jack-Armstrong Blues - Remastered 1996;2;3.0
25425;Jean Tranchant;France (France);1930;C;Ici L'on Pêche;0;1.0
29012;Johnny Mathis;UK;1930;G;"Joey, Joey, Joey - From the Musical, ""The Most Happy Fella""";0;1.0
8430;Carmen Miranda;France (France);1930;B;Ninguém Tem Um Amor Igual Ao Meu;0;1.0
25430;Jeanette Mcdonald;France (France);1930;G#,Ab;Pardon Me, Madame;0;1.0
25410;Jean Sablon,Mireille;France (France);1930;C;Ce Petit Chemin;0;1.0
37679;Moune De Rivel;France (France);1930;C;Kiembeli;2;3.0
25409;Jean Sablon;France (France);1930;G#,Ab;Cette Chanson Est Pour Vous Madame;0;1.0
25408;Jean Sablon;France (France);1930;A#,Bb;Rendez Vous Sous La Pluie;2;3.0
8428;Carmen Miranda;France (France);1930;B;Fala, Meu Pandeiro;0;1.0
25407;Jean Murat;France (France);1930;F;Les Gars De La Marine;0;1.0
900;Albert Préjean;France (France);1930;G#,Ab;Sous Les Toits De Paris;0;1.0
899;Albert Préjean;France (France);1930;D#,Eb;La Crise Est Finie;0;1.0
898;Albert Préjean;France (France);1930;D;Si L'on Ne S'était Pas Connu;0;1.0
8429;Carmen Miranda;France (France);1930;B;Meu Balão Subiu... Subiu...;0;1.0
33733;Louis Armstrong;USA;1930;D#,Eb;My Sweet;3;4.0
8427;Carmen Miranda;France (France);1930;B;Camisa Listada;2;3.0
8432;Carmen Miranda;France (France);1930;B;Paga Quem Deve;0;1.0
8469;Carmen Miranda;France (France);1930;D#,Eb;Terra Morena;0;1.0
8434;Carmen Miranda;France (France);1930;C;Balancê;0;1.0
49848;Tino Rossi;France (France);1930;A#,Bb;Tango De Marilou;0;1.0
49849;Tino Rossi;France (France);1930;C;O Corse Ile D'amour;0;1.0
8476;Carmen Miranda;France (France);1930;F;Minha Terra Tem Palmeiras;0;1.0
8455;Carmen Miranda;France (France);1930;D#,Eb;Alô, Alô Carnaval;0;1.0
8454;Carmen Miranda;France (France);1930;D#,Eb;Adeus Batucada;1;2.0
8453;Carmen Miranda;France (France);1930;D;Sambista Da Cinelândia;0;1.0
8456;Carmen Miranda;France (France);1930;D#,Eb;Como ''Vaes'' Você?;1;2.0
8452;Carmen Miranda;France (France);1930;D;Querido Adão;0;1.0
8477;Carmen Miranda;France (France);1930;F;Na Baixa Do Sapateiro;0;1.0
8478;Carmen Miranda;France (France);1930;F;Sahe Da Toca Brasil!;0;1.0
8479;Carmen Miranda;France (France);1930;F;Ta-hi (Pra Você Gostar de Mim);2;3.0
8480;Carmen Miranda;France (France);1930;F#,Gb;Imperador Do Samba;0;1.0
8481;Carmen Miranda;France (France);1930;F#,Gb;Isso Não Se Atura;1;2.0
8482;Carmen Miranda;France (France);1930;F#,Gb;Me Dá, Me Dá;0;1.0
8451;Carmen Miranda;France (France);1930;D;O Que É Que Você Fazia?;0;1.0
8457;Carmen Miranda;France (France);1930;D#,Eb;Como Eu Chorei;0;1.0
8458;Carmen Miranda;France (France);1930;D#,Eb;Dona Geisha;0;1.0
8475;Carmen Miranda;France (France);1930;F;Meu Rádio E Meu Mulato;0;1.0
8468;Carmen Miranda;France (France);1930;D#,Eb;Sonho De Papel;1;2.0
8467;Carmen Miranda;France (France);1930;D#,Eb;Samba Rasgado;0;1.0
8471;Carmen Miranda;France (France);1930;E;Eu Dei...;1;2.0
8472;Carmen Miranda;France (France);1930;F;Cachorro Vira-Lata;1;2.0
8466;Carmen Miranda;France (France);1930;D#,Eb;Salada Mista;0;1.0
8473;Carmen Miranda;France (France);1930;F;Cuidado Com A Gaita Do Ary;0;1.0
8474;Carmen Miranda;France (France);1930;F;Fogueira Do Meu Coração;0;1.0
8465;Carmen Miranda;France (France);1930;D#,Eb;Roseira Branca;0;1.0
8464;Carmen Miranda;France (France);1930;D#,Eb;Reminiscência Triste;0;1.0
8463;Carmen Miranda;France (France);1930;D#,Eb;Paris;0;1.0
49847;Tino Rossi;France (France);1930;A;Vieni Vieni;0;1.0
8462;Carmen Miranda;France (France);1930;D#,Eb;No Frevo Do Amor;0;1.0
8461;Carmen Miranda;France (France);1930;D#,Eb;Nem No Sétimo Dia;0;1.0
8460;Carmen Miranda;France (France);1930;D#,Eb;Gente Bamba;0;1.0
8459;Carmen Miranda;France (France);1930;D#,Eb;Entra No Cordão;0;1.0
8483;Carmen Miranda;France (France);1930;F#,Gb;Se Gostares De Batuque;0;1.0
8484;Carmen Miranda;France (France);1930;G;Baiana Do Tabuleiro;0;1.0
8485;Carmen Miranda;France (France);1930;G;Capelinha Do Coração;0;1.0
8486;Carmen Miranda;France (France);1930;G;Cuíca, Tamborim, Pandeiro;0;1.0
8470;Carmen Miranda;France (France);1930;D#,Eb;Triste Sambista;0;1.0
8487;Carmen Miranda;France (France);1930;G;Deixa Esse Povo Falar;0;1.0
8488;Carmen Miranda;France (France);1930;G;Dia De Natal;0;1.0
8489;Carmen Miranda;France (France);1930;G;E Bateu-Se A Chapa;0;1.0
8490;Carmen Miranda;France (France);1930;G;Endereço Errado;0;1.0
8491;Carmen Miranda;France (France);1930;G;Não Durmo Em Paz;0;1.0
8436;Carmen Miranda;France (France);1930;C;Dou-Lhe Uma;0;1.0
8492;Carmen Miranda;France (France);1930;G;Vira P'Ra Cá;0;1.0
8493;Carmen Miranda;France (France);1930;G;Ô...;0;1.0
8494;Carmen Miranda;France (France);1930;G#,Ab;Cor De Guiné;0;1.0
8495;Carmen Miranda;France (France);1930;G#,Ab;Foi Embora P'ra Europa;0;1.0
8496;Carmen Miranda;France (France);1930;G#,Ab;Veneno P'ra Dois;0;1.0
8497;Carmen Miranda;France (France);1930;G#,Ab;Você Não Tem Pena;0;1.0
29011;Johnny Mathis;UK;1930;A;What Are You Doing New Year's Eve?;0;1.0
8435;Carmen Miranda;France (France);1930;C;Beijo Bamba;0;1.0
25397;Jean Lumière;France (France);1930;A#,Bb;Fermons Nos Rideaux;0;1.0
8433;Carmen Miranda;France (France);1930;C;...E O Mundo Não Se Acabou;3;5.0
25396;Jean Lumière;France (France);1930;A;La Petite Église;0;1.0
8798;Charles & Johnny;France (France);1930;A;Sur Le Yang Tse Kiang;0;1.0
8450;Carmen Miranda;France (France);1930;D;Não Se Deve Lamentar;0;1.0
8449;Carmen Miranda;France (France);1930;D;Nova Descoberta;0;1.0
8448;Carmen Miranda;France (France);1930;D;Fructo Prohibido;0;1.0
8447;Carmen Miranda;France (France);1930;D;Dance Rumba;0;1.0
8446;Carmen Miranda;France (France);1930;C#,Db;Canjiquinha Quente;0;1.0
8445;Carmen Miranda;France (France);1930;C;Vinganca;0;1.0
8444;Carmen Miranda;France (France);1930;C;Tic-Tac Do Meu Coração;1;2.0
8443;Carmen Miranda;France (France);1930;C;Samba;0;1.0
8442;Carmen Miranda;France (France);1930;C;Quem Condena A Batucada;0;1.0
8441;Carmen Miranda;France (France);1930;C;Primavera Da Vida;0;1.0
8440;Carmen Miranda;France (France);1930;C;Primavera;0;1.0
8439;Carmen Miranda;France (France);1930;C;Esqueci De Sorrir;0;1.0
25395;Jean Lumière;France (France);1930;A;L'âme Des Violons;0;1.0
8438;Carmen Miranda;France (France);1930;C;Escrevi Um Bilhetinho;0;1.0
8437;Carmen Miranda;France (France);1930;C;Em Tudo, Menos Em Ti;0;1.0
8799;Charles & Johnny;France (France);1930;D;Maman Ne Vends Pas La Maison;0;1.0
33732;Louis Armstrong;USA;1930;D#,Eb;Medley Of Armstrong Hits - Part I - Remastered - 1996;3;4.0
33528;Louis Armstrong;UK;1930;A#,Bb;I've Got a Feeling I'm Falling;4;5.0
33730;Louis Armstrong;USA;1930;D#,Eb;I Gotta Right to Sing the Blues - Remastered - 2001;2;3.0
1275;Andy Williams;UK;1930;F;Our Love Is Here to Stay - from Goldwyn Follies of 1938;2;3.0
7965;Bunny Berigan;USA;1930;C;I've Found A New Baby;1;2.0
7964;Bunny Berigan;USA;1930;C;Candlelights;0;1.0
7963;Bunny Berigan;USA;1930;A#,Bb;The Wearin' of The Green;0;1.0
7961;Bunny Berigan;UK;1930;G;Liebestraum;1;2.0
7960;Bunny Berigan;UK;1930;E;Troubled;6;7.0
7959;Bunny Berigan;UK;1930;D#,Eb;Blues;0;1.0
7958;Bunny Berigan;UK;1930;D;Trees;1;2.0
7957;Bunny Berigan;UK;1930;D;Russian Lullaby;1;2.0
7956;Bunny Berigan;UK;1930;C;I've Found A New Baby;1;2.0
7955;Bunny Berigan;UK;1930;C;Candlelights;0;1.0
7954;Bunny Berigan;UK;1930;A#,Bb;The Wearin' of The Green;0;1.0
14013;Doris Day;USA;1930;G#,Ab;The Christmas Song (Chestnuts Roasting On An Open Fire);0;1.0
14012;Doris Day;USA;1930;G#,Ab;The Christmas Song;0;1.0
14011;Doris Day;USA;1930;G;"I've Never Been In Love Before - (from the musical ""Guys and Dolls"")";0;1.0
7966;Bunny Berigan;USA;1930;D;Russian Lullaby;1;2.0
7967;Bunny Berigan;USA;1930;D;Trees;1;2.0
7968;Bunny Berigan;USA;1930;D#,Eb;Blues;0;1.0
7969;Bunny Berigan;USA;1930;E;Troubled;6;7.0
33535;Louis Armstrong;UK;1930;C#,Db;Rockin' Chair (Live) - 2001 Remastered;2;3.0
33534;Louis Armstrong;UK;1930;C#,Db;All of Me - Live;3;4.0
33533;Louis Armstrong;UK;1930;C;One Moment Worth Years;4;5.0
33532;Louis Armstrong;UK;1930;C;On The Sunny Side Of The Street;15;17.0
33531;Louis Armstrong;UK;1930;C;Keepin' Out of Mischief Now;5;6.0
33530;Louis Armstrong;UK;1930;C;Honeysuckle Rose;4;5.0
33529;Louis Armstrong;UK;1930;A#,Bb;Long, Long Journey - 1996 Remastered;2;3.0
14010;Doris Day;USA;1930;G;But Not For Me - from Girl Crazy;2;3.0
25381;Jean Gabin;France (France);1930;A#,Bb;La Môme Caoutchouc;0;1.0
33526;Louis Armstrong;UK;1930;A#,Bb;Basin Street Blues - 1996 Remastered;3;4.0
1212;André Baugé;France (France);1930;F;La Ronde Des Heures;0;1.0
22483;Guy Lombardo & His Royal Canadians;France (France);1930;G;Moonlight Saving Time;2;3.0
38611;Nilla Pizzi;France (France);1930;G#,Ab;Grazie dei fior;0;1.0
8080;Cab Calloway;USA;1930;C;Minnie The Moocher's Wedding Day;1;2.0
8068;Cab Calloway;UK;1930;C;Minnie The Moocher's Wedding Day;1;2.0
7970;Bunny Berigan;USA;1930;G;Liebestraum;1;2.0
33527;Louis Armstrong;UK;1930;A#,Bb;High Society;2;3.0
33536;Louis Armstrong;UK;1930;D;Squeeze Me;4;5.0
14009;Doris Day;USA;1930;A#,Bb;"Somebody Somewhere - (from the musical ""The Most Happy Fella"")";1;2.0
26920;Joe Quartz;France (France);1930;F#,Gb;Monster Faladoré;2;3.0
13897;Doris Day;UK;1930;G;"I've Never Been In Love Before - (from the musical ""Guys and Dolls"")";0;1.0
13896;Doris Day;UK;1930;G;But Not For Me - from Girl Crazy;2;3.0
13895;Doris Day;UK;1930;A#,Bb;"Somebody Somewhere - (from the musical ""The Most Happy Fella"")";1;2.0
18469;Frank Sinatra;UK;1930;C;Saturday Night (Is The Loneliest Night Of The Week);1;2.0
18468;Frank Sinatra;UK;1930;A;Let's Get Lost;14;16.0
18321;Francisco Tárrega,Julio Martinez Oyanguren;France (France);1930;A#,Bb;Capricho Arabe;0;1.0
18320;Francisco Tárrega,Julio Martinez Oyanguren;France (France);1930;A;Spanish National Airs;0;1.0
18319;Francisco Tárrega,Julio Martinez Oyanguren;France (France);1930;A;Recuerdos de la Alhambra;0;1.0
18118;Florelle;France (France);1930;D;Le Chant De Barbara;0;1.0
18117;Florelle;France (France);1930;A#,Bb;La Complainte De Mackie;0;1.0
17680;Esther Lekain;France (France);1930;F#,Gb;Un Vieux Farceur;0;1.0
17681;Esther Lekain;France (France);1930;G;Ca Pousse;0;1.0
1510;Aretha Franklin;UK;1930;G;It Ain't Necessarily So - from Porgy and Bess;3;4.0
26702;Jo Stafford;USA;1930;E;Mine - from Let 'Em Eat Cake;1;2.0
26699;Jo Stafford;UK;1930;E;Mine - from Let 'Em Eat Cake;1;2.0
13898;Doris Day;UK;1930;G#,Ab;The Christmas Song;0;1.0
13899;Doris Day;UK;1930;G#,Ab;The Christmas Song (Chestnuts Roasting On An Open Fire);0;1.0
18470;Frank Sinatra;UK;1930;G#,Ab;Long Ago And Far Away;11;13.0
1713;Aretha Franklin;USA;1930;G;It Ain't Necessarily So - from Porgy and Bess;3;4.0
26919;Joe Quartz;France (France);1930;E;The New World;2;3.0
26918;Joe Quartz;France (France);1930;E;Ferdinand et Marguerite;7;9.0
